run_id,domain,variant,protocol,repeat,ground_truth_feasible,raw_predicted_infeasible,terminal_causal_failure,cp_terminal_kind,cp_terminal_stage,summary
living_room__F1_LEFT_SAUCER_PREPLACED__fixed_full_inspection__r04,living_room,F1_LEFT_SAUCER_PREPLACED,fixed_full_inspection,4,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F1_LEFT_SAUCER_PREPLACED__initial_observation_only__r00,living_room,F1_LEFT_SAUCER_PREPLACED,initial_observation_only,0,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F1_LEFT_SAUCER_PREPLACED__initial_observation_only__r01,living_room,F1_LEFT_SAUCER_PREPLACED,initial_observation_only,1,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F1_LEFT_SAUCER_PREPLACED__initial_observation_only__r02,living_room,F1_LEFT_SAUCER_PREPLACED,initial_observation_only,2,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F1_LEFT_SAUCER_PREPLACED__initial_observation_only__r03,living_room,F1_LEFT_SAUCER_PREPLACED,initial_observation_only,3,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F1_LEFT_SAUCER_PREPLACED__initial_observation_only__r04,living_room,F1_LEFT_SAUCER_PREPLACED,initial_observation_only,4,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F2_LEFT_SAUCER_ON_SHARED__fixed_full_inspection__r00,living_room,F2_LEFT_SAUCER_ON_SHARED,fixed_full_inspection,0,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F2_LEFT_SAUCER_ON_SHARED__fixed_full_inspection__r01,living_room,F2_LEFT_SAUCER_ON_SHARED,fixed_full_inspection,1,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F2_LEFT_SAUCER_ON_SHARED__fixed_full_inspection__r02,living_room,F2_LEFT_SAUCER_ON_SHARED,fixed_full_inspection,2,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F2_LEFT_SAUCER_ON_SHARED__fixed_full_inspection__r03,living_room,F2_LEFT_SAUCER_ON_SHARED,fixed_full_inspection,3,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F2_LEFT_SAUCER_ON_SHARED__fixed_full_inspection__r04,living_room,F2_LEFT_SAUCER_ON_SHARED,fixed_full_inspection,4,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F2_LEFT_SAUCER_ON_SHARED__initial_observation_only__r00,living_room,F2_LEFT_SAUCER_ON_SHARED,initial_observation_only,0,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F2_LEFT_SAUCER_ON_SHARED__initial_observation_only__r01,living_room,F2_LEFT_SAUCER_ON_SHARED,initial_observation_only,1,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F2_LEFT_SAUCER_ON_SHARED__initial_observation_only__r02,living_room,F2_LEFT_SAUCER_ON_SHARED,initial_observation_only,2,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F2_LEFT_SAUCER_ON_SHARED__initial_observation_only__r03,living_room,F2_LEFT_SAUCER_ON_SHARED,initial_observation_only,3,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F2_LEFT_SAUCER_ON_SHARED__initial_observation_only__r04,living_room,F2_LEFT_SAUCER_ON_SHARED,initial_observation_only,4,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F3_LEFT_CUP_ON_SHARED__fixed_full_inspection__r00,living_room,F3_LEFT_CUP_ON_SHARED,fixed_full_inspection,0,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F3_LEFT_CUP_ON_SHARED__fixed_full_inspection__r01,living_room,F3_LEFT_CUP_ON_SHARED,fixed_full_inspection,1,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F3_LEFT_CUP_ON_SHARED__fixed_full_inspection__r02,living_room,F3_LEFT_CUP_ON_SHARED,fixed_full_inspection,2,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F3_LEFT_CUP_ON_SHARED__fixed_full_inspection__r03,living_room,F3_LEFT_CUP_ON_SHARED,fixed_full_inspection,3,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F3_LEFT_CUP_ON_SHARED__fixed_full_inspection__r04,living_room,F3_LEFT_CUP_ON_SHARED,fixed_full_inspection,4,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F3_LEFT_CUP_ON_SHARED__initial_observation_only__r00,living_room,F3_LEFT_CUP_ON_SHARED,initial_observation_only,0,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F3_LEFT_CUP_ON_SHARED__initial_observation_only__r01,living_room,F3_LEFT_CUP_ON_SHARED,initial_observation_only,1,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F3_LEFT_CUP_ON_SHARED__initial_observation_only__r02,living_room,F3_LEFT_CUP_ON_SHARED,initial_observation_only,2,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F3_LEFT_CUP_ON_SHARED__initial_observation_only__r03,living_room,F3_LEFT_CUP_ON_SHARED,initial_observation_only,3,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F3_LEFT_CUP_ON_SHARED__initial_observation_only__r04,living_room,F3_LEFT_CUP_ON_SHARED,initial_observation_only,4,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F4_SAUCER_PREPLACED_CUP_ON_SHARED__fixed_full_inspection__r00,living_room,F4_SAUCER_PREPLACED_CUP_ON_SHARED,fixed_full_inspection,0,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F4_SAUCER_PREPLACED_CUP_ON_SHARED__fixed_full_inspection__r01,living_room,F4_SAUCER_PREPLACED_CUP_ON_SHARED,fixed_full_inspection,1,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F4_SAUCER_PREPLACED_CUP_ON_SHARED__fixed_full_inspection__r02,living_room,F4_SAUCER_PREPLACED_CUP_ON_SHARED,fixed_full_inspection,2,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F4_SAUCER_PREPLACED_CUP_ON_SHARED__fixed_full_inspection__r03,living_room,F4_SAUCER_PREPLACED_CUP_ON_SHARED,fixed_full_inspection,3,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F4_SAUCER_PREPLACED_CUP_ON_SHARED__fixed_full_inspection__r04,living_room,F4_SAUCER_PREPLACED_CUP_ON_SHARED,fixed_full_inspection,4,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F4_SAUCER_PREPLACED_CUP_ON_SHARED__initial_observation_only__r00,living_room,F4_SAUCER_PREPLACED_CUP_ON_SHARED,initial_observation_only,0,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F4_SAUCER_PREPLACED_CUP_ON_SHARED__initial_observation_only__r01,living_room,F4_SAUCER_PREPLACED_CUP_ON_SHARED,initial_observation_only,1,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F4_SAUCER_PREPLACED_CUP_ON_SHARED__initial_observation_only__r02,living_room,F4_SAUCER_PREPLACED_CUP_ON_SHARED,initial_observation_only,2,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F4_SAUCER_PREPLACED_CUP_ON_SHARED__initial_observation_only__r03,living_room,F4_SAUCER_PREPLACED_CUP_ON_SHARED,initial_observation_only,3,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F4_SAUCER_PREPLACED_CUP_ON_SHARED__initial_observation_only__r04,living_room,F4_SAUCER_PREPLACED_CUP_ON_SHARED,initial_observation_only,4,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F5_LEFT_PAIR_ON_SHARED__fixed_full_inspection__r00,living_room,F5_LEFT_PAIR_ON_SHARED,fixed_full_inspection,0,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F5_LEFT_PAIR_ON_SHARED__fixed_full_inspection__r01,living_room,F5_LEFT_PAIR_ON_SHARED,fixed_full_inspection,1,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F5_LEFT_PAIR_ON_SHARED__fixed_full_inspection__r02,living_room,F5_LEFT_PAIR_ON_SHARED,fixed_full_inspection,2,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F5_LEFT_PAIR_ON_SHARED__fixed_full_inspection__r03,living_room,F5_LEFT_PAIR_ON_SHARED,fixed_full_inspection,3,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F5_LEFT_PAIR_ON_SHARED__fixed_full_inspection__r04,living_room,F5_LEFT_PAIR_ON_SHARED,fixed_full_inspection,4,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F5_LEFT_PAIR_ON_SHARED__initial_observation_only__r00,living_room,F5_LEFT_PAIR_ON_SHARED,initial_observation_only,0,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F5_LEFT_PAIR_ON_SHARED__initial_observation_only__r01,living_room,F5_LEFT_PAIR_ON_SHARED,initial_observation_only,1,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F5_LEFT_PAIR_ON_SHARED__initial_observation_only__r02,living_room,F5_LEFT_PAIR_ON_SHARED,initial_observation_only,2,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F5_LEFT_PAIR_ON_SHARED__initial_observation_only__r03,living_room,F5_LEFT_PAIR_ON_SHARED,initial_observation_only,3,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__F5_LEFT_PAIR_ON_SHARED__initial_observation_only__r04,living_room,F5_LEFT_PAIR_ON_SHARED,initial_observation_only,4,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__I0_NO_SHARED_TABLE__fixed_full_inspection__r00,living_room,I0_NO_SHARED_TABLE,fixed_full_inspection,0,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__I0_NO_SHARED_TABLE__fixed_full_inspection__r01,living_room,I0_NO_SHARED_TABLE,fixed_full_inspection,1,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__I0_NO_SHARED_TABLE__fixed_full_inspection__r02,living_room,I0_NO_SHARED_TABLE,fixed_full_inspection,2,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__I0_NO_SHARED_TABLE__fixed_full_inspection__r03,living_room,I0_NO_SHARED_TABLE,fixed_full_inspection,3,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__I0_NO_SHARED_TABLE__fixed_full_inspection__r04,living_room,I0_NO_SHARED_TABLE,fixed_full_inspection,4,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__I0_NO_SHARED_TABLE__initial_observation_only__r00,living_room,I0_NO_SHARED_TABLE,initial_observation_only,0,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__I0_NO_SHARED_TABLE__initial_observation_only__r01,living_room,I0_NO_SHARED_TABLE,initial_observation_only,1,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__I0_NO_SHARED_TABLE__initial_observation_only__r02,living_room,I0_NO_SHARED_TABLE,initial_observation_only,2,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__I0_NO_SHARED_TABLE__initial_observation_only__r03,living_room,I0_NO_SHARED_TABLE,initial_observation_only,3,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__I0_NO_SHARED_TABLE__initial_observation_only__r04,living_room,I0_NO_SHARED_TABLE,initial_observation_only,4,False,True,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'cup_1'
living_room__I1_NO_LEFT_PERSONAL_TABLE__fixed_full_inspection__r00,living_room,I1_NO_LEFT_PERSONAL_TABLE,fixed_full_inspection,0,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__I1_NO_LEFT_PERSONAL_TABLE__fixed_full_inspection__r01,living_room,I1_NO_LEFT_PERSONAL_TABLE,fixed_full_inspection,1,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__I1_NO_LEFT_PERSONAL_TABLE__fixed_full_inspection__r02,living_room,I1_NO_LEFT_PERSONAL_TABLE,fixed_full_inspection,2,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__I1_NO_LEFT_PERSONAL_TABLE__fixed_full_inspection__r03,living_room,I1_NO_LEFT_PERSONAL_TABLE,fixed_full_inspection,3,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__I1_NO_LEFT_PERSONAL_TABLE__fixed_full_inspection__r04,living_room,I1_NO_LEFT_PERSONAL_TABLE,fixed_full_inspection,4,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__I1_NO_LEFT_PERSONAL_TABLE__initial_observation_only__r00,living_room,I1_NO_LEFT_PERSONAL_TABLE,initial_observation_only,0,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__I1_NO_LEFT_PERSONAL_TABLE__initial_observation_only__r01,living_room,I1_NO_LEFT_PERSONAL_TABLE,initial_observation_only,1,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__I1_NO_LEFT_PERSONAL_TABLE__initial_observation_only__r02,living_room,I1_NO_LEFT_PERSONAL_TABLE,initial_observation_only,2,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__I1_NO_LEFT_PERSONAL_TABLE__initial_observation_only__r03,living_room,I1_NO_LEFT_PERSONAL_TABLE,initial_observation_only,3,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__I1_NO_LEFT_PERSONAL_TABLE__initial_observation_only__r04,living_room,I1_NO_LEFT_PERSONAL_TABLE,initial_observation_only,4,False,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
living_room__I2_NO_PERSONAL_TABLES__fixed_full_inspection__r00,living_room,I2_NO_PERSONAL_TABLES,fixed_full_inspection,0,False,True,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'remote_1'
living_room__I2_NO_PERSONAL_TABLES__fixed_full_inspection__r01,living_room,I2_NO_PERSONAL_TABLES,fixed_full_inspection,1,False,True,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'remote_1'
living_room__I2_NO_PERSONAL_TABLES__fixed_full_inspection__r02,living_room,I2_NO_PERSONAL_TABLES,fixed_full_inspection,2,False,True,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'remote_1'
living_room__I2_NO_PERSONAL_TABLES__fixed_full_inspection__r03,living_room,I2_NO_PERSONAL_TABLES,fixed_full_inspection,3,False,True,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'remote_1'
living_room__I2_NO_PERSONAL_TABLES__fixed_full_inspection__r04,living_room,I2_NO_PERSONAL_TABLES,fixed_full_inspection,4,False,True,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'remote_1'
living_room__I2_NO_PERSONAL_TABLES__initial_observation_only__r00,living_room,I2_NO_PERSONAL_TABLES,initial_observation_only,0,False,True,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'remote_1'
living_room__I2_NO_PERSONAL_TABLES__initial_observation_only__r01,living_room,I2_NO_PERSONAL_TABLES,initial_observation_only,1,False,True,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'remote_1'
living_room__I2_NO_PERSONAL_TABLES__initial_observation_only__r02,living_room,I2_NO_PERSONAL_TABLES,initial_observation_only,2,False,True,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'remote_1'
living_room__I2_NO_PERSONAL_TABLES__initial_observation_only__r04,living_room,I2_NO_PERSONAL_TABLES,initial_observation_only,4,False,True,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'remote_1'
workshop__F0_MANUAL_FIRST_ONE_REGION__fixed_full_inspection__r00,workshop,F0_MANUAL_FIRST_ONE_REGION,fixed_full_inspection,0,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
workshop__F0_MANUAL_FIRST_ONE_REGION__fixed_full_inspection__r01,workshop,F0_MANUAL_FIRST_ONE_REGION,fixed_full_inspection,1,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
workshop__F0_MANUAL_FIRST_ONE_REGION__fixed_full_inspection__r02,workshop,F0_MANUAL_FIRST_ONE_REGION,fixed_full_inspection,2,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
workshop__F0_MANUAL_FIRST_ONE_REGION__fixed_full_inspection__r03,workshop,F0_MANUAL_FIRST_ONE_REGION,fixed_full_inspection,3,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
workshop__F0_MANUAL_FIRST_ONE_REGION__fixed_full_inspection__r04,workshop,F0_MANUAL_FIRST_ONE_REGION,fixed_full_inspection,4,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
workshop__F0_MANUAL_FIRST_ONE_REGION__initial_observation_only__r00,workshop,F0_MANUAL_FIRST_ONE_REGION,initial_observation_only,0,True,True,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,COLLISION,environment collision google:link_finger_tip_right [unnamed robot geom] / workbench [workbench_top_col] (-0.7 cm signed distance)
workshop__F0_MANUAL_FIRST_ONE_REGION__initial_observation_only__r01,workshop,F0_MANUAL_FIRST_ONE_REGION,initial_observation_only,1,True,True,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,COLLISION,environment collision google:link_finger_tip_right [unnamed robot geom] / workbench [workbench_top_col] (-0.7 cm signed distance)
workshop__F0_MANUAL_FIRST_ONE_REGION__initial_observation_only__r02,workshop,F0_MANUAL_FIRST_ONE_REGION,initial_observation_only,2,True,True,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,COLLISION,environment collision google:link_finger_tip_right [unnamed robot geom] / workbench [workbench_top_col] (-0.7 cm signed distance)
workshop__F0_MANUAL_FIRST_ONE_REGION__initial_observation_only__r03,workshop,F0_MANUAL_FIRST_ONE_REGION,initial_observation_only,3,True,True,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,COLLISION,environment collision google:link_finger_tip_right [unnamed robot geom] / workbench [workbench_top_col] (-0.7 cm signed distance)
workshop__F0_MANUAL_FIRST_ONE_REGION__initial_observation_only__r04,workshop,F0_MANUAL_FIRST_ONE_REGION,initial_observation_only,4,True,True,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,COLLISION,environment collision google:link_finger_tip_right [unnamed robot geom] / workbench [workbench_top_col] (-0.7 cm signed distance)
workshop__F1_POWER_FIRST_ONE_REGION__fixed_full_inspection__r00,workshop,F1_POWER_FIRST_ONE_REGION,fixed_full_inspection,0,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
workshop__F1_POWER_FIRST_ONE_REGION__fixed_full_inspection__r01,workshop,F1_POWER_FIRST_ONE_REGION,fixed_full_inspection,1,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
workshop__F1_POWER_FIRST_ONE_REGION__fixed_full_inspection__r02,workshop,F1_POWER_FIRST_ONE_REGION,fixed_full_inspection,2,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
workshop__F1_POWER_FIRST_ONE_REGION__fixed_full_inspection__r03,workshop,F1_POWER_FIRST_ONE_REGION,fixed_full_inspection,3,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
workshop__F1_POWER_FIRST_ONE_REGION__fixed_full_inspection__r04,workshop,F1_POWER_FIRST_ONE_REGION,fixed_full_inspection,4,True,True,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
workshop__F1_POWER_FIRST_ONE_REGION__initial_observation_only__r00,workshop,F1_POWER_FIRST_ONE_REGION,initial_observation_only,0,True,True,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,COLLISION,environment collision google:link_finger_tip_right [unnamed robot geom] / workbench [workbench_top_col] (-0.7 cm signed distance)
workshop__F1_POWER_FIRST_ONE_REGION__initial_observation_only__r01,workshop,F1_POWER_FIRST_ONE_REGION,initial_observation_only,1,True,True,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,COLLISION,environment collision google:link_finger_tip_right [unnamed robot geom] / workbench [workbench_top_col] (-0.7 cm signed distance)
workshop__F1_POWER_FIRST_ONE_REGION__initial_observation_only__r02,workshop,F1_POWER_FIRST_ONE_REGION,initial_observation_only,2,True,True,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,COLLISION,environment collision google:link_finger_tip_right [unnamed robot geom] / workbench [workbench_top_col] (-0.7 cm signed distance)
workshop__F1_POWER_FIRST_ONE_REGION__initial_observation_only__r03,workshop,F1_POWER_FIRST_ONE_REGION,initial_observation_only,3,True,True,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,COLLISION,environment collision google:link_finger_tip_right [unnamed robot geom] / workbench [workbench_top_col] (-0.7 cm signed distance)
workshop__F1_POWER_FIRST_ONE_REGION__initial_observation_only__r04,workshop,F1_POWER_FIRST_ONE_REGION,initial_observation_only,4,True,True,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,COLLISION,environment collision google:link_finger_tip_right [unnamed robot geom] / workbench [workbench_top_col] (-0.7 cm signed distance)
workshop__F2_MANUAL_FIRST_TWO_REGIONS__fixed_full_inspection__r00,workshop,F2_MANUAL_FIRST_TWO_REGIONS,fixed_full_inspection,0,True,True,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'driver_1'
workshop__F2_MANUAL_FIRST_TWO_REGIONS__fixed_full_inspection__r01,workshop,F2_MANUAL_FIRST_TWO_REGIONS,fixed_full_inspection,1,True,True,UNRESOLVED_IDENTITY_FAILURE,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
workshop__F2_MANUAL_FIRST_TWO_REGIONS__fixed_full_inspection__r02,workshop,F2_MANUAL_FIRST_TWO_REGIONS,fixed_full_inspection,2,True,True,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'driver_1'
workshop__F2_MANUAL_FIRST_TWO_REGIONS__fixed_full_inspection__r03,workshop,F2_MANUAL_FIRST_TWO_REGIONS,fixed_full_inspection,3,True,True,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'driver_1'
workshop__F2_MANUAL_FIRST_TWO_REGIONS__fixed_full_inspection__r04,workshop,F2_MANUAL_FIRST_TWO_REGIONS,fixed_full_inspection,4,True,True,UNRESOLVED_IDENTITY_FAILURE,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem
workshop__F2_MANUAL_FIRST_TWO_REGIONS__initial_observation_only__r00,workshop,F2_MANUAL_FIRST_TWO_REGIONS,initial_observation_only,0,True,True,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,COLLISION,environment collision google:link_finger_tip_right [unnamed robot geom] / workbench [workbench_top_col] (-0.7 cm signed distance)
