run_id,domain,variant,observation_protocol,repeat_index,seed,source_commit,raw_terminal_status,infrastructure_failure,causal_category,cp_terminal_kind,cp_terminal_stage,cp_terminal_summary,observation_success,object_estimation_success,initial_state_success,goal_state_success,pddl_valid,fd_invoked,symbolic_plan_found,symbolic_plan_nonempty,val_plan_valid,identity_attempted,identity_success,refinement_attempted,refinement_success,execution_projection_available,execution_attempted,execution_success,generated_goal_evaluated,hidden_benchmark_evaluated,first_plan_attempt_index,first_nonempty_plan_attempt_index,number_of_symbolic_plans_generated,number_of_nonempty_symbolic_plans,number_of_val_valid_plans,best_symbolic_plan_length,final_selected_plan_length,actual_task_success,ground_truth_feasible,raw_predicted_infeasible,generated_goal_satisfied,generated_goal_atoms_passed,generated_goal_atoms_total,generated_goal_atom_coverage,benchmark_requirements_passed,benchmark_requirements_total,benchmark_requirement_coverage,fm_calls,object_calls,init_calls,goal_calls,cp_calls,inspections,controller_actions,end_to_end_seconds,fm_latency_seconds,symbolic_planning_seconds,refinement_seconds,execution_seconds
kitchen__F4_TOOLS_IN_DRAWERS__initial_observation_only__r04,kitchen,F4_TOOLS_IN_DRAWERS,initial_observation_only,4,240044,4532495142b7a365d8bdba43f1776ab798818a28,IDENTITY_FAILURE,False,UNRESOLVED_IDENTITY_FAILURE,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,1,1,1,1,1,9,,False,True,True,,0,0,,4,8,0.5,7,1,1,2,3,0,0,299.6446476400015,294.3018340910494,0.12651743800961412,,0.0
kitchen__F5_FULL_DISTRIBUTED_SEARCH__fixed_full_inspection__r00,kitchen,F5_FULL_DISTRIBUTED_SEARCH,fixed_full_inspection,0,240055,4532495142b7a365d8bdba43f1776ab798818a28,BENCHMARK_FAILURE,False,PLAN_FOUND,,,,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,0,,1,0,1,0,0,False,True,False,False,0,6,0.0,4,8,0.5,5,1,2,2,0,5,,224.6486062699987,214.26912703498965,0.1321917070017662,,0.0319341050053481
kitchen__F5_FULL_DISTRIBUTED_SEARCH__fixed_full_inspection__r01,kitchen,F5_FULL_DISTRIBUTED_SEARCH,fixed_full_inspection,1,240056,4532495142b7a365d8bdba43f1776ab798818a28,BENCHMARK_FAILURE,False,PLAN_FOUND,,,,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,0,,1,0,1,0,0,False,True,False,False,0,6,0.0,4,8,0.5,5,1,2,2,0,5,,245.12544424500084,236.7857531750342,0.12508184899343178,,0.044819330010795966
kitchen__F5_FULL_DISTRIBUTED_SEARCH__fixed_full_inspection__r02,kitchen,F5_FULL_DISTRIBUTED_SEARCH,fixed_full_inspection,2,240057,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,4,8,0.5,8,1,2,2,3,5,0,371.12330614900566,363.67434580094414,,,0.0
kitchen__F5_FULL_DISTRIBUTED_SEARCH__fixed_full_inspection__r03,kitchen,F5_FULL_DISTRIBUTED_SEARCH,fixed_full_inspection,3,240058,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,4,8,0.5,8,1,2,2,3,5,0,254.46150132699404,246.24878200597595,,,0.0
kitchen__F5_FULL_DISTRIBUTED_SEARCH__fixed_full_inspection__r04,kitchen,F5_FULL_DISTRIBUTED_SEARCH,fixed_full_inspection,4,240059,4532495142b7a365d8bdba43f1776ab798818a28,BENCHMARK_FAILURE,False,PLAN_FOUND,,,,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,0,,1,0,1,0,0,False,True,False,False,0,6,0.0,4,8,0.5,5,1,2,2,0,5,,198.43048422099673,189.02957936702296,0.11823786899913102,,0.04472584600443952
kitchen__F5_FULL_DISTRIBUTED_SEARCH__initial_observation_only__r00,kitchen,F5_FULL_DISTRIBUTED_SEARCH,initial_observation_only,0,240050,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,4,8,0.5,7,1,1,2,3,0,0,221.64192716800608,220.02125894001801,,,0.0
kitchen__F5_FULL_DISTRIBUTED_SEARCH__initial_observation_only__r01,kitchen,F5_FULL_DISTRIBUTED_SEARCH,initial_observation_only,1,240051,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,4,8,0.5,7,1,1,2,3,0,0,273.89968532702187,270.3426448920218,,,0.0
kitchen__F5_FULL_DISTRIBUTED_SEARCH__initial_observation_only__r02,kitchen,F5_FULL_DISTRIBUTED_SEARCH,initial_observation_only,2,240052,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,4,8,0.5,7,1,1,2,3,0,0,225.72654570601298,224.05402044698712,,,0.0
kitchen__F5_FULL_DISTRIBUTED_SEARCH__initial_observation_only__r03,kitchen,F5_FULL_DISTRIBUTED_SEARCH,initial_observation_only,3,240053,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,4,8,0.5,7,1,1,2,3,0,0,170.95192534598755,169.31771280695102,,,0.0
kitchen__F5_FULL_DISTRIBUTED_SEARCH__initial_observation_only__r04,kitchen,F5_FULL_DISTRIBUTED_SEARCH,initial_observation_only,4,240054,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,4,8,0.5,7,1,1,2,3,0,0,164.8606063539919,163.25703616297687,,,0.0
kitchen__I0_MISSING_COFFEE_VESSEL__fixed_full_inspection__r00,kitchen,I0_MISSING_COFFEE_VESSEL,fixed_full_inspection,0,240065,4532495142b7a365d8bdba43f1776ab798818a28,FM_OBJECT_FAILURE,False,UNRESOLVED_FM_FAILURE,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,0,0,0,,,False,,,,0,0,,0,0,,,0,0,0,0,0,0,143.90136,,,,
kitchen__I0_MISSING_COFFEE_VESSEL__fixed_full_inspection__r01,kitchen,I0_MISSING_COFFEE_VESSEL,fixed_full_inspection,1,240066,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'coffee_pot_1',True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,1,1,3,3,3,7,,False,False,True,,0,0,,4,8,0.5,8,1,2,2,3,5,0,250.2577717289969,239.9161972620641,0.1446426569891628,,0.0
kitchen__I0_MISSING_COFFEE_VESSEL__fixed_full_inspection__r02,kitchen,I0_MISSING_COFFEE_VESSEL,fixed_full_inspection,2,240067,4532495142b7a365d8bdba43f1776ab798818a28,FM_OBJECT_FAILURE,False,UNRESOLVED_FM_FAILURE,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,0,0,0,,,False,,,,0,0,,0,0,,,0,0,0,0,0,0,145.27566,,,,
kitchen__I0_MISSING_COFFEE_VESSEL__fixed_full_inspection__r03,kitchen,I0_MISSING_COFFEE_VESSEL,fixed_full_inspection,3,240068,4532495142b7a365d8bdba43f1776ab798818a28,FM_OBJECT_FAILURE,False,UNRESOLVED_FM_FAILURE,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,0,0,0,,,False,,,,0,0,,0,0,,,0,0,0,0,0,0,124.488856,,,,
kitchen__I0_MISSING_COFFEE_VESSEL__fixed_full_inspection__r04,kitchen,I0_MISSING_COFFEE_VESSEL,fixed_full_inspection,4,240069,4532495142b7a365d8bdba43f1776ab798818a28,FM_OBJECT_FAILURE,False,UNRESOLVED_FM_FAILURE,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,0,0,0,,,False,,,,0,0,,0,0,,,0,0,0,0,0,0,119.763491,,,,
kitchen__I0_MISSING_COFFEE_VESSEL__initial_observation_only__r00,kitchen,I0_MISSING_COFFEE_VESSEL,initial_observation_only,0,240060,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,IK,no grasp candidate satisfies the IK tolerances,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,0,0,4,4,4,3,,False,False,True,,0,0,,4,8,0.5,8,1,2,2,3,0,0,354.11470229699626,326.08708608089364,0.14949638899997808,,0.0
kitchen__I0_MISSING_COFFEE_VESSEL__initial_observation_only__r01,kitchen,I0_MISSING_COFFEE_VESSEL,initial_observation_only,1,240061,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,IK,no grasp candidate satisfies the IK tolerances,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,0,0,4,4,4,3,,False,False,True,,0,0,,4,8,0.5,8,1,2,2,3,0,0,235.74494634498842,210.9340816939948,0.16375518700806424,,0.0
kitchen__I0_MISSING_COFFEE_VESSEL__initial_observation_only__r02,kitchen,I0_MISSING_COFFEE_VESSEL,initial_observation_only,2,240062,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,IK,no grasp candidate satisfies the IK tolerances,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,0,0,4,4,4,3,,False,False,True,,0,0,,4,8,0.5,8,1,2,2,3,0,0,251.99010812898632,227.19867183704628,0.12968225599615835,,0.0
kitchen__I0_MISSING_COFFEE_VESSEL__initial_observation_only__r03,kitchen,I0_MISSING_COFFEE_VESSEL,initial_observation_only,3,240063,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,IK,no grasp candidate satisfies the IK tolerances,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,0,0,4,4,4,3,,False,False,True,,0,0,,4,8,0.5,8,1,2,2,3,0,0,246.77715651498875,222.39814193497295,0.12458530900767073,,0.0
kitchen__I0_MISSING_COFFEE_VESSEL__initial_observation_only__r04,kitchen,I0_MISSING_COFFEE_VESSEL,initial_observation_only,4,240064,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,IK,no grasp candidate satisfies the IK tolerances,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,0,0,4,4,4,3,,False,False,True,,0,0,,4,8,0.5,8,1,2,2,3,0,0,356.7606166639889,331.85903643700294,0.1219702810049057,,0.0
kitchen__I1_MISSING_SOUP_BOWL__fixed_full_inspection__r00,kitchen,I1_MISSING_SOUP_BOWL,fixed_full_inspection,0,240075,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,0,0,1,1,1,3,,False,False,True,,0,0,,4,8,0.5,8,1,2,2,3,5,0,391.8063745649997,370.5503497660102,0.1649971330189146,,0.0
kitchen__I1_MISSING_SOUP_BOWL__fixed_full_inspection__r01,kitchen,I1_MISSING_SOUP_BOWL,fixed_full_inspection,1,240076,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'cup_1_1',True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,0,0,2,2,2,3,,False,False,True,,0,0,,4,8,0.5,7,1,1,2,3,5,0,326.02217134597595,305.3885753909708,0.1495948740048334,,0.0
kitchen__I1_MISSING_SOUP_BOWL__fixed_full_inspection__r02,kitchen,I1_MISSING_SOUP_BOWL,fixed_full_inspection,2,240077,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,1,1,1,1,1,7,,False,False,True,,0,0,,4,8,0.5,8,1,2,2,3,5,0,348.6266749679926,340.33477076591225,0.1713877439906355,,0.0
kitchen__I1_MISSING_SOUP_BOWL__fixed_full_inspection__r03,kitchen,I1_MISSING_SOUP_BOWL,fixed_full_inspection,3,240078,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,4,8,0.5,8,1,2,2,3,5,0,492.9119747210061,472.23404495502473,,,0.0
kitchen__I1_MISSING_SOUP_BOWL__fixed_full_inspection__r04,kitchen,I1_MISSING_SOUP_BOWL,fixed_full_inspection,4,240079,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,0,0,1,1,1,3,,False,False,True,,0,0,,4,8,0.5,8,1,2,2,3,5,0,363.72399062500335,345.07860092798364,0.12352229800308123,,0.0
kitchen__I1_MISSING_SOUP_BOWL__initial_observation_only__r00,kitchen,I1_MISSING_SOUP_BOWL,initial_observation_only,0,240070,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,IK,no grasp candidate satisfies the IK tolerances,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,0,0,4,4,4,3,,False,False,True,,0,0,,4,8,0.5,8,1,2,2,3,0,0,354.7198104610143,325.87824175396236,0.1370536829927005,,0.0
kitchen__I1_MISSING_SOUP_BOWL__initial_observation_only__r01,kitchen,I1_MISSING_SOUP_BOWL,initial_observation_only,1,240071,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,IK,no grasp candidate satisfies the IK tolerances,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,0,0,4,4,4,7,,False,False,True,,0,0,,4,8,0.5,7,1,1,2,3,0,0,248.66383433999727,225.12141946301563,0.1671687110210769,,0.0
kitchen__I1_MISSING_SOUP_BOWL__initial_observation_only__r02,kitchen,I1_MISSING_SOUP_BOWL,initial_observation_only,2,240072,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,IK,no grasp candidate satisfies the IK tolerances,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,0,0,3,3,3,7,,False,False,True,,0,0,,4,8,0.5,7,1,1,2,3,0,0,350.0312611780246,331.643261582969,0.16318075099843554,,0.0
kitchen__I1_MISSING_SOUP_BOWL__initial_observation_only__r03,kitchen,I1_MISSING_SOUP_BOWL,initial_observation_only,3,240073,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,IK,no grasp candidate satisfies the IK tolerances,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,0,0,3,3,3,7,,False,False,True,,0,0,,4,8,0.5,7,1,1,2,3,0,0,324.65522806701483,297.1465275819937,0.13206578997778706,,0.0
kitchen__I1_MISSING_SOUP_BOWL__initial_observation_only__r04,kitchen,I1_MISSING_SOUP_BOWL,initial_observation_only,4,240074,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,IK,no grasp candidate satisfies the IK tolerances,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,0,0,3,3,3,7,,False,False,True,,0,0,,4,8,0.5,7,1,1,2,3,0,0,325.77650667499984,298.1964001520246,0.13293502799933776,,0.0
kitchen__I2_MISSING_COFFEE_SPOON__fixed_full_inspection__r00,kitchen,I2_MISSING_COFFEE_SPOON,fixed_full_inspection,0,240085,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,4,8,0.5,7,1,1,2,3,5,0,261.93140887800837,253.24481909698807,,,0.0
kitchen__I2_MISSING_COFFEE_SPOON__fixed_full_inspection__r01,kitchen,I2_MISSING_COFFEE_SPOON,fixed_full_inspection,1,240086,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,4,8,0.5,8,1,2,2,3,5,0,343.948108638986,335.0521279910172,,,0.0
kitchen__I2_MISSING_COFFEE_SPOON__fixed_full_inspection__r02,kitchen,I2_MISSING_COFFEE_SPOON,fixed_full_inspection,2,240087,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,4,8,0.5,8,1,2,2,3,5,0,308.7585869060131,300.37096710896003,,,0.0
kitchen__I2_MISSING_COFFEE_SPOON__fixed_full_inspection__r03,kitchen,I2_MISSING_COFFEE_SPOON,fixed_full_inspection,3,240088,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,4,8,0.5,8,1,2,2,3,5,0,337.3136699589959,328.4510453209514,,,0.0
kitchen__I2_MISSING_COFFEE_SPOON__fixed_full_inspection__r04,kitchen,I2_MISSING_COFFEE_SPOON,fixed_full_inspection,4,240089,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,4,8,0.5,8,1,2,2,3,5,0,364.0808095970133,347.126625348028,,,0.0
kitchen__I2_MISSING_COFFEE_SPOON__initial_observation_only__r00,kitchen,I2_MISSING_COFFEE_SPOON,initial_observation_only,0,240080,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,IK,no grasp candidate satisfies the IK tolerances,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,0,0,4,4,4,7,,False,False,True,,0,0,,4,8,0.5,7,1,1,2,3,0,0,358.4262747099856,320.65558645300916,0.13779130499460734,,0.0
kitchen__I2_MISSING_COFFEE_SPOON__initial_observation_only__r01,kitchen,I2_MISSING_COFFEE_SPOON,initial_observation_only,1,240081,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,IK,no grasp candidate satisfies the IK tolerances,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,0,0,4,4,4,7,,False,False,True,,0,0,,4,8,0.5,7,1,1,2,3,0,0,320.9831097899878,287.978373201011,0.12671976600540802,,0.0
kitchen__I2_MISSING_COFFEE_SPOON__initial_observation_only__r02,kitchen,I2_MISSING_COFFEE_SPOON,initial_observation_only,2,240082,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,IK,no grasp candidate satisfies the IK tolerances,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,0,0,4,4,4,7,,False,False,True,,0,0,,4,8,0.5,7,1,1,2,3,0,0,303.24583395398804,275.03164601596654,0.16552063397830352,,0.0
kitchen__I2_MISSING_COFFEE_SPOON__initial_observation_only__r03,kitchen,I2_MISSING_COFFEE_SPOON,initial_observation_only,3,240083,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,IK,no grasp candidate satisfies the IK tolerances,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,0,0,4,4,4,7,,False,False,True,,0,0,,4,8,0.5,7,1,1,2,3,0,0,349.8347422380175,314.7656794229988,0.12796368700219318,,0.0
kitchen__I2_MISSING_COFFEE_SPOON__initial_observation_only__r04,kitchen,I2_MISSING_COFFEE_SPOON,initial_observation_only,4,240084,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,IK,no grasp candidate satisfies the IK tolerances,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,0,0,4,4,4,7,,False,False,True,,0,0,,4,8,0.5,7,1,1,2,3,0,0,342.32666312597576,305.01454202402965,0.14783383600297384,,0.0
kitchen__I3_MISSING_SOUP_UTENSIL__fixed_full_inspection__r00,kitchen,I3_MISSING_SOUP_UTENSIL,fixed_full_inspection,0,240095,4532495142b7a365d8bdba43f1776ab798818a28,BENCHMARK_FAILURE,False,PLAN_FOUND,,,,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,0,,1,0,1,0,0,False,False,False,False,0,2,0.0,4,8,0.5,5,1,2,2,0,5,,218.2052277829789,209.31402055505896,0.16103204700630158,,0.030267603986430913
kitchen__I3_MISSING_SOUP_UTENSIL__fixed_full_inspection__r01,kitchen,I3_MISSING_SOUP_UTENSIL,fixed_full_inspection,1,240096,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'coffee_pot_1',True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,1,1,3,3,3,7,,False,False,True,,0,0,,4,8,0.5,8,1,2,2,3,5,0,336.6025395219913,328.0531048240373,0.13488979899557307,,0.0
kitchen__I3_MISSING_SOUP_UTENSIL__fixed_full_inspection__r02,kitchen,I3_MISSING_SOUP_UTENSIL,fixed_full_inspection,2,240097,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,4,8,0.5,7,1,1,2,3,5,0,349.8233195230132,341.64447360800114,,,0.0
kitchen__I3_MISSING_SOUP_UTENSIL__fixed_full_inspection__r03,kitchen,I3_MISSING_SOUP_UTENSIL,fixed_full_inspection,3,240098,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,4,8,0.5,7,1,1,2,3,5,0,303.33861749299103,295.33449246696546,,,0.0
kitchen__I3_MISSING_SOUP_UTENSIL__fixed_full_inspection__r04,kitchen,I3_MISSING_SOUP_UTENSIL,fixed_full_inspection,4,240099,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,4,8,0.5,7,1,1,2,3,5,0,295.39677176901023,287.513539794978,,,0.0
kitchen__I3_MISSING_SOUP_UTENSIL__initial_observation_only__r00,kitchen,I3_MISSING_SOUP_UTENSIL,initial_observation_only,0,240090,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,4,8,0.5,8,1,2,2,3,0,0,328.92601368098985,325.31146166002145,,,0.0
kitchen__I3_MISSING_SOUP_UTENSIL__initial_observation_only__r01,kitchen,I3_MISSING_SOUP_UTENSIL,initial_observation_only,1,240091,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,2,2,1,1,1,8,,False,False,True,,0,0,,4,8,0.5,8,1,2,2,3,0,0,308.6842355970002,306.7135911450023,0.1639575359877199,,0.0
kitchen__I3_MISSING_SOUP_UTENSIL__initial_observation_only__r02,kitchen,I3_MISSING_SOUP_UTENSIL,initial_observation_only,2,240092,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'cup_1',True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,1,1,3,3,3,7,,False,False,True,,0,0,,4,8,0.5,8,1,2,2,3,0,0,307.70997300199815,305.28609125799267,0.1288746529899072,,0.0
